526042 526043 526037 526038 526039 526035 526036 532733,0.001169165659556223,0.012637500000000001,3.160498857498169
768173 768172 768171 768170 768169,0.0011599302523338094,0.0043,3.0028152465820312
11884 11885 11886 750634 750690 750655,0.002132821432736141,0.009354166666666667,3.772585153579712
761303 857760 857786,0.0009653708415752215,0.004233333333333333,3.2183239459991455
362851 362850 362059,0.000939798971430823,0.0034666666666666665,2.418208360671997
477151 477150 477149,0.00040907201940764977,0.00055,4.18779730796814
662956 662955 662954,0.0012848118331546515,0.0047,2.7717278003692627
820095 820094 820093 820092 820091,0.0015370935502773784,0.0068,3.0793824195861816
306085 306084 306083 269685 269686,3.749198655696949e-05,0.00023333333333333333,3.773238182067871
483614 483613 481097 481096 480504 480505 480506,0.0019666784445430308,0.0102625,2.4076578617095947
901408 901409 901426 901425 901424,0.0009595238406781037,0.004233333333333333,3.771031379699707
293542 293541 233005 233004 233003,0.00033395171786441887,0.0017333333333333333,2.4028282165527344
266098 266097 266096 266095 266094,0.00039666728396916287,0.0015666666666666665,3.7605960369110107
366077 366078 366079 366080 366081 366432 366431 731798,0.004128080778693454,0.015166666666666665,2.4084839820861816
845585 845586 845587 845588 845589,0.006179068676971913,0.007944444444444445,3.777599334716797
863616 863617 863618 863619 863620 863621 863622 863623 863624 863625 863626 863627 863628 863629 863630 654126 654127 654128 654129,0.005676523299655675,0.0078375,2.4352641105651855
322551 322550 322549,0.0001065541035256624,0.00036666666666666667,3.767843008041382
211368 211367 211366 211365,8.878926955483985e-05,0.0001,3.187903642654419
697950 697951 697952 697953 697877 697876 697875,0.0043491798859370216,0.008655555555555555,2.4105842113494873
482319 482318 484610 484611 484612 484613 484614 484615 484616 480663,0.00238457574270032,0.011266666666666666,3.0529379844665527
606508 750874 936428 706481 706482 706483 706484 706485 706486 706487 605954 706488 706489 706490 29232,0.010124309836761311,0.015062500000000003,3.8158130645751953
715959 715958 715957 715956 715955,0.0011419642546262264,0.0016625,2.5266261100769043
513137 513136 174682 174681,0.0013883854469371568,0.005703030303030303,3.919275999069214
384930 385942 385943 385944 385945 385946 385947,0.0008755463989861978,0.0012000000000000001,3.2018895149230957
920547 921120 921121 920550 921122,0.001881307120724493,0.007433333333333335,2.4389777183532715
