526042 526043 526037 526038 526039 526035 526036 532733,0.012637500000000001,3.6247684955596924
768173 768172 768171 768170 768169,0.0043,3.3498830795288086
11884 11885 11886 750634 750690 750655,0.009354166666666667,3.8837192058563232
761303 857760 857786,0.004233333333333333,3.2494773864746094
362851 362850 362059,0.0034666666666666665,2.505873203277588
477151 477150 477149,0.00055,4.5878989696502686
662956 662955 662954,0.0047,3.2790021896362305
820095 820094 820093 820092 820091,0.0068,3.832237482070923
306085 306084 306083 269685 269686,0.00023333333333333333,4.91963267326355
483614 483613 481097 481096 480504 480505 480506,0.0102625,3.134824752807617
901408 901409 901426 901425 901424,0.004233333333333333,5.06404447555542
293542 293541 233005 233004 233003,0.0017333333333333333,3.1092722415924072
266098 266097 266096 266095 266094,0.0015666666666666665,4.948198318481445
366077 366078 366079 366080 366081 366432 366431 731798,0.015166666666666665,3.4918484687805176
845585 845586 845587 845588 845589,0.007944444444444445,4.857764005661011
863616 863617 863618 863619 863620 863621 863622 863623 863624 863625 863626 863627 863628 863629 863630 654126 654127 654128 654129,0.0078375,3.0941321849823
322551 322550 322549,0.00036666666666666667,4.841298341751099
211368 211367 211366 211365,0.0001,4.170834541320801
697950 697951 697952 697953 697877 697876 697875,0.008655555555555555,3.1308627128601074
482319 482318 484610 484611 484612 484613 484614 484615 484616 480663,0.011266666666666666,4.0829691886901855
606508 750874 936428 706481 706482 706483 706484 706485 706486 706487 605954 706488 706489 706490 29232,0.015062500000000003,4.962045431137085
715959 715958 715957 715956 715955,0.0016625,3.229726552963257
513137 513136 174682 174681,0.005703030303030303,4.9553139209747314
384930 385942 385943 385944 385945 385946 385947,0.0012000000000000001,4.208017826080322
920547 921120 921121 920550 921122,0.007433333333333335,3.0966503620147705
111390 111391 111392 111393 111394,0.004066666666666666,4.361095905303955
699810 575295 25986 25987 25988 25989 25990 25991 25992 25993 25994 25995 25996 25997 25998 479318 479319 479320 479321 528129 528130,0.016418055555555557,2.505532741546631
916177 916178 916179 916149 916232 596916 596917 596918 596919 596920 596921 596922,0.0021374999999999996,3.0788557529449463
84124 84141,0.0001,3.8170461654663086
448061 448060 448059,0.0014,3.27060604095459
414547 414546 414545 414544 414543 414542 414541 414540 414539 414538 414537,0.007537500000000001,2.498837471008301
